move,board_state,player
7-i,__________#______@#__#_#@@__#_#@@_@#_##@@@,#
3-i,__________#______@#__#_#@@_##_#@@_@#_##@@@,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
5-i,_______________________________@______#___,#
4-i,_______________________________@______##__,@
7-i,________________________@______@______##__,#
4-i,________________________@______@______##_#,@
3-i,_________________@______@______@______##_#,#
6-i,_________________@______@______@_____###_#,@
3-i,_________________@______@______@_____###@#,#
3-i,_________________@______@_____#@_____###@#,@
2-i,_________________@_____@@_____#@_____###@#,#
5-i,__________________________________________,#
4-i,_______________________________________#__,@
4-i,______________________________________@#__,#
3-i,_______________________________#______@#__,@
4-i,_______________________________#_____@@#__,#
1-i,________________________#______#_____@@#__,@
4-i,________________________#______#___@_@@#__,#
4-i,_________________#______#______#___@_@@#__,@
5-i,__________@______#______#______#___@_@@#__,#
3-i,__________@______#______#______##__@_@@#__,@
5-i,__________@______#______#_____@##__@_@@#__,#
3-i,__________@______#______##____@##__@_@@#__,@
3-i,__________@______#_____@##____@##__@_@@#__,#
2-i,__________@_____##_____@##____@##__@_@@#__,@
5-i,__________@_____##_____@##____@##__@@@@#__,#
3-i,__________________________________________,#
4-i,_____________________________________#____,@
4-i,_____________________________________#@___,#
5-i,_______________________________#_____#@___,@
4-i,_______________________________#_____#@@__,#
7-i,________________________#______#_____#@@__,@
4-i,________________________#______#_____#@@_@,#
5-i,_________________#______#______#_____#@@_@,@
6-i,_________________#______#______#@____#@@_@,#
5-i,_________________#______#______#@____#@@#@,@
5-i,_________________#______#@_____#@____#@@#@,#
4-i,_________________##_____#@_____#@____#@@#@,@
3-i,__________@______##_____#@_____#@____#@@#@,#
4-p,__________@______##_____#@____##@____#@@#@,@
3-i,_________________@#_____#@____##@____##@#@,#
2-i,_________________@#____##@____##@____##@#@,@
2-i,_________________@#____##@____##@___@##@#@,#
7-i,_________________@#____##@___###@___@##@#@,@
6-i,_________________@#____##@___###@_@_@##@#@,#
7-i,_________________@#____##@___###@#@_@##@#@,@
6-i,_________________@#____##@_@_###@#@_@##@#@,#
4-i,_________________@#____##@#@_###@#@_@##@#@,@
7-i,__________@______@#____##@#@_###@#@_@##@#@,#
6-i,__________@______@#_#__##@#@_###@#@_@##@#@,@
5-i,__________@______@#@#__##@#@_###@#@_@##@#@,#
4-i,__________@#_____@#@#__##@#@_###@#@_@##@#@,@
1-i,___@______@#_____@#@#__##@#@_###@#@_@##@#@,#
5-p,___@______@#_____@#@#__##@#@_###@#@#@##@#@,@
6-i,__________________________________________,#
4-i,________________________________________#_,@
4-i,______________________________________@_#_,#
3-i,_______________________________#______@_#_,@
3-i,_______________________________#_____@@_#_,#
2-i,______________________________##_____@@_#_,@
2-i,______________________________##____@@@_#_,#
3-i,_____________________________###____@@@_#_,@
5-i,_______________________@_____###____@@@_#_,#
5-i,_______________________@_____###____@@@##_,@
4-i,_______________________@_____###@___@@@##_,#
5-i,_______________________@#____###@___@@@##_,@
4-i,_______________________@#@___###@___@@@##_,#
5-i,_________________#_____@#@___###@___@@@##_,@
5-i,_________________#@____@#@___###@___@@@##_,#
3-i,___________#_____#@____@#@___###@___@@@##_,@
3-i,___________#____@#@____@#@___###@___@@@##_,#
4-i,_________#_#____@#@____@#@___###@___@@@##_,@
2-i,_________#@#____@#@____@#@___###@___@@@##_,#
2-i,_________#@#____@#@___#@#@___###@___@@@##_,@
5-p,_________#@#___@@#@___#@#@___###@___@@@##_,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
7-i,__________#______@______@_____@@_____###__,#
5-i,__________#______@______@_____@@_____###_#,@
1-i,__________#______@______@_____@@@____###_#,#
6-i,__________#______@______@_____@@@__#_###_#,@
6-i,__________#______@______@_____@@@__#_###@#,#
3-i,__________#______@______@_____@@@#_#_###@#,@
6-i,__________#______@_____@@_____@@@#_#_###@#,#
2-i,__________#______@_____@@_#___@@@#_#_###@#,@
6-i,__________#______@_____@@_#___@@@#_#@###@#,#
6-i,__________#______@_#___@@_#___@@@#_#@###@#,@
4-p,__________#_@____@_#___@@_#___@@@#_#@###@#,#
5-i,____________@____#_#___@@_#___@@@#_#@#@#@#,@
5-i,____________@____#_#___@@@#___@@@#_#@#@#@#,#
3-i,____________@____###___@@@#___@@@#_#@#@#@#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
4-i,_______________________________@___#_##@__,@
3-i,________________________@______@___#_##@__,#
4-i,________________________@_____#@___#_##@__,@
3-i,_________________@______@_____#@___#_##@__,#
3-i,_________________@_____#@_____#@___#_##@__,@
2-i,________________@@_____#@_____#@___#_##@__,#
5-i,________________@@_____#@_____#@___####@__,@
2-i,________________@@_____#@_____#@@__####@__,#
5-i,________________@@_____#@____##@@__####@__,@
1-i,________________@@_____#@@___##@@__####@__,#
1-i,________________@@_____#@@__###@@__####@__,@
2-i,________________@@___@_#@@__###@@__####@__,#
2-i,________________@@___@##@@__###@@__####@__,@
1-i,_______________@@@___@##@@__###@@__####@__,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
7-i,__________#______@______@_____@@_____###__,#
5-i,__________#______@______@_____@@_____###_#,@
1-i,__________#______@______@_____@@@____###_#,#
2-i,__________#______@______@_____@@@__#_###_#,@
2-i,__________#______@______@_____@@@__#@###_#,#
6-i,__________#______@______@____#@@@__#@###_#,@
2-i,__________#______@______@____#@@@__#@###@#,#
3-i,__________#______@____#_@____#@@@__#@###@#,@
2-i,__________#______@____#@@____#@@@__#@###@#,#
2-i,__________#____#_@____#@@____#@@@__#@###@#,@
3-i,________@_#____#_@____#@@____#@@@__#@###@#,#
5-i,________@_#____##@____#@@____#@@@__#@###@#,@
5-i,________@_#____##@____#@@@___#@@@__#@###@#,#
2-i,________@_#____##@#___#@@@___#@@@__#@###@#,@
3-i,_@______@_#____##@#___#@@@___#@@@__#@###@#,#
7-i,_@______@##____##@#___#@@@___#@@@__#@###@#,@
7-p,_@______@##____##@#___#@@@___#@@@_@#@###@#,#
7-i,_@______@##____##@#___#@@@___#@@@__#@###@@,@
6-i,_@______@##____##@#___#@@@___#@@@_@#@###@@,#
7-i,_@______@##____##@#___#@@@___#@@@#@#@###@@,@
6-i,_@______@##____##@#___#@@@_@_#@@@#@#@###@@,#
6-p,_@______@##____##@#___#@@@#@_#@@@#@#@###@@,@
3-i,__________________________________________,#
4-i,_____________________________________#____,@
4-i,_____________________________________#@___,#
7-i,_______________________________#_____#@___,@
4-i,_______________________________#_____#@__@,#
5-i,________________________#______#_____#@__@,@
4-i,________________________#______#_____#@@_@,#
5-i,_________________#______#______#_____#@@_@,@
6-i,_________________#______#______#@____#@@_@,#
5-i,_________________#______#______#@____#@@#@,@
5-i,_________________#______#@_____#@____#@@#@,#
4-i,_________________##_____#@_____#@____#@@#@,@
3-i,__________@______##_____#@_____#@____#@@#@,#
4-p,__________@______##_____#@____##@____#@@#@,@
3-i,_________________@#_____#@____##@____##@#@,#
3-i,_________________@#____##@____##@____##@#@,@
2-i,________________@@#____##@____##@____##@#@,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
5-i,_______________________________@______#___,#
4-i,_______________________________@______##__,@
7-i,________________________@______@______##__,#
4-i,________________________@______@______##_#,@
4-i,_________________@______@______@______##_#,#
3-i,__________#______@______@______@______##_#,@
7-i,__________#______@______@______@_____@##_#,#
3-i,__________#______@______@______@__#__@##_#,@
7-i,__________#______@______@_____@@__#__@##_#,#
5-i,__________#______@______@__#__@@__#__@##_#,@
5-i,__________#______@______@__#__@@@_#__@##_#,#
2-i,__________#______@______@#_#__@@@_#__@##_#,@
1-i,__________#______@______@#_#__@@@_#_@@##_#,#
7-i,__________#______@______@#_#__@@@_##@@##_#,@
5-i,__________#______@__@___@#_#__@@@_##@@##_#,#
3-i,__________#______@#_@___@#_#__@@@_##@@##_#,@
5-i,__________#______@#_@__@@#_#__@@@_##@@##_#,#
3-i,__________##_____@#_@__@@#_#__@@@_##@@##_#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
5-i,__________#______@______@______@_____###__,@
7-i,__________#______@______@______@@____###__,#
3-i,__________#______@______@______@@____###_#,@
1-i,__________#______@______@_____@@@____###_#,#
6-i,__________#______@______@_____@@@__#_###_#,@
6-i,__________#______@______@_____@@@__#_###@#,#
3-i,__________#______@______@_____@@@#_#_###@#,@
6-i,__________#______@_____@@_____@@@#_#_###@#,#
2-i,__________#______@_____@@_#___@@@#_#_###@#,@
6-i,__________#______@_____@@_#___@@@#_#@###@#,#
6-i,__________#______@_#___@@_#___@@@#_#@###@#,@
4-p,__________#_@____@_#___@@_#___@@@#_#@###@#,#
5-i,____________@____#_#___@@_#___@@@#_#@#@#@#,@
5-i,____________@____#_#___@@@#___@@@#_#@#@#@#,#
6-p,____________@____###___@@@#___@@@#_#@#@#@#,@
5-p,_________________##@___@@@#___@@@#_#@#@###,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
2-i,________________________@______@_____##___,#
4-i,________________________@______@____###___,@
4-i,_________________@______@______@____###___,#
5-i,__________#______@______@______@____###___,@
3-i,__________#______@______@______@____###@__,#
3-i,__________#______@______@_____#@____###@__,@
1-i,__________#______@_____@@_____#@____###@__,#
2-i,__________#______@_____@@_____#@___####@__,@
1-i,__________#______@_____@@____@#@___####@__,#
2-i,__________#______@_____@@___#@#@___####@__,@
1-i,__________#______@____@@@___#@#@___####@__,#
5-i,__________#______@___#@@@___#@#@___####@__,@
2-i,__________#______@___#@@@___#@#@@__####@__,#
3-i,__________#____#_@___#@@@___#@#@@__####@__,@
6-i,__________#____#@@___#@@@___#@#@@__####@__,#
5-i,__________#____#@@___#@@@___#@#@@__####@#_,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
4-i,_______________________________@___#_##@__,@
3-i,________________________@______@___#_##@__,#
4-i,________________________@_____#@___#_##@__,@
4-i,_________________@______@_____#@___#_##@__,#
5-i,__________#______@______@_____#@___#_##@__,@
3-i,__________#______@______@_____#@@__#_##@__,#
3-i,__________#______@_____#@_____#@@__#_##@__,@
2-i,__________#_____@@_____#@_____#@@__#_##@__,#
5-i,__________#_____@@_____#@_____#@@__####@__,@
6-i,__________#_____@@_____#@@____#@@__####@__,#
3-i,__________#_____@@_____#@@____#@@__####@#_,@
5-i,_________@#_____@@_____#@@____#@@__####@#_,#
6-i,_________@#_____@@#____#@@____#@@__####@#_,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
7-i,_________________@______@______@_____###__,#
6-i,_________________@______@______@_____###_#,@
3-i,_________________@______@______@_____###@#,#
3-i,_________________@______@_____#@_____###@#,@
2-i,_________________@_____@@_____#@_____###@#,#
2-i,_________________@_____@@_____#@____####@#,@
5-i,_________________@_____@@____@#@____####@#,#
2-i,_________________@_____@@____@#@#___####@#,@
5-i,_________________@____@@@____@#@#___####@#,#
2-i,_________________@____@@@#___@#@#___####@#,@
3-i,_______________@_@____@@@#___@#@#___####@#,#
5-i,_______________@#@____@@@#___@#@#___####@#,@
4-i,_______________@#@@___@@@#___@#@#___####@#,#
6-p,__________#____@#@@___@@@#___@#@#___####@#,@
7-i,__________#____@#@@___@@@#___@#@#___####_#,#
7-i,__________#____@#@@___@@@#___@#@#_#_####_#,@
7-p,__________#____@#@@___@@@#_@_@#@#_#_####_#,#
7-i,__________#____@#@@___@@@#___@#@#_@_####_#,@
7-p,__________#____@#@@___@@@#_@_@#@#_@_####_#,#
4-i,__________#____@#@@___@@@#___@#@#_@_####_@,@
1-i,___@______#____@#@@___@@@#___@#@#_@_####_@,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
3-i,_______________________________@_____##___,@
5-i,______________________________@@_____##___,#
5-i,______________________________@@_____###__,@
7-i,______________________________@@@____###__,#
5-i,______________________________@@@____###_#,@
1-i,_________________________@____@@@____###_#,#
5-i,_________________________@____@@@__#_###_#,@
5-i,__________________@______@____@@@__#_###_#,#
4-i,___________#______@______@____@@@__#_###_#,@
7-i,___________#______@_____@@____@@@__#_###_#,#
4-i,___________#______@_____@@____@@@_##_###_#,@
7-i,___________#_____@@_____@@____@@@_##_###_#,#
7-i,___________#_____@@_____@@_#__@@@_##_###_#,@
3-i,___________#_____@@_@___@@_#__@@@_##_###_#,#
5-i,___________#_____@@_@__#@@_#__@@@_##_###_#,@
3-i,____@______#_____@@_@__#@@_#__@@@_##_###_#,#
